,Air Conditioning,Alarm,Balcony,Bike Paths,Bike room,Bus,Cable,Carpeted Floors,Central Vac,City views,Common Terrace,Concierge,Concrete Building,Corner Unit,Courtyard,Covered,Dishwasher,Disposal,Double garage,Electricity,Elevator,Extra-Wide Doorways,Fenced Backyard,Fire-Pit,Fireplace,Fitness Area,Fridge,Golf Course,Guest Parking,Guest Suite,Hardwood Floors,Heat,Hot-Tub,In-suite Storage,Internet,Internet Access,Jetted Tub/Jacuzzi,Lake,Laminate Floors,Laundry - Coin/Card,Laundry - In Suite,Laundry - Shared,Laundry Hookups,Linoleum Flooring,Luxury Vinyl Plank Flooring,Microwave,Mountain views,On-Site Management,Outdoor,Outdoor Pool,Oven/Stove,Party/Games Room,Patio/Deck,Penthouse Unit,Playground/Park,Pool,Private Entry,Public Library,Rent-to-Own,River,River Views,Sauna,Secure Entry,Shopping Center,Single garage,Skylight,Sports Complex,Steam Room,Storage Lockers,Street,Swimming Pool,Tennis Courts,Theatre,Tile Flooring,Train Access,Underground,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Walk-Out Basement,Walk-Up,Water,Wheelchair Access,Window Coverings,Zero-Step Entrance,acadia_clinic_DRIVING,availability_date,baths,beds,cole_home_TRANSIT,cole_home_WALKING,deposit,description,furnishing,lat,lease_term,listing_url,lon,name,price,sq_feet,sublisting,tiff_home_DRIVING,timestamp,type,unit_name,unit_notes,wildlife_DRIVING
,,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,Immediate,2.5 ba,3 bd,,,$2400,"Welcome to your bright and spacious executive family home. This 1900 sq ft 5 level split home is perfect for families wanting a convenient place to live. All five levels are developed, featuring large windows, skylights and high ceilings to let in lots of natural light. The Master bedroom is huge and has a large his-n-hers closet, not to mention a ensuite bathroom. After walking through the house, you will be amazed how large it is! The unique 5 level split boasts 12 ft ceilings in the kitchen/dinning area. Great for entertaining! Need space for another living room? Perhaps a hobby or Rec room? Don’t worry, you can have that here. There is so much space in this home, you have to see it to believe it. It is located on a quiet street by the old golf course and an unbeatable location close to many major driving, busing and cycling path routes which means easy access to downtown, airport, University of Calgary and many more amenities! Getting downtown is a snap. 10 minutes drive (not exaggerating) or to take the bus under 30 minutes from door to door (includes walking time).  Accommodating & flexible local owners ensure your needs are met in a timely manner.
RENT: $2400/month SECURITY DEPOSIT: $2400AVAILABLE: April 1, 2020LEASE: 1 year / negotiableUTILITIES: Not includedPARKING: Single Garage includedPET FEE: $25-$50/month (at owners discretion)
Please advise in your inquiry email: Possession Date and Length of Term, Occupation, Family Size, Any Pets.
Residential Tenancy Agreement and rental application required with income/employment confirmation.",Unfurnished,51.0917114,Negotiable,https://www.rentfaster.ca/130215,-114.06704740000002,Suite 0,$2400.00,1900,0,,2020-04-03 10:20:45.188945,House,,,
,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,"May 01, 2020",3.5 ba,2 bd + den,,,$2345,"Welcome to your new home! This incredible two bedroom plus loft townhome boasts an enormous master bathroom, stunning hardwood floors and a cozy fireplace, perfect for those cold winter nights. The spacious kitchen boasts stainless steel appliances, a long island with breakfast bar, granite countertops and so much more. The crown jewel in this home is the spacious upstairs loft, perfect for an office, which opens on to a large terrace with views of the ricer and the city. 
Located on a quiet street in Sunnyside, you are just steps away from all the action of Kensington without any of the noise. This is a home that you would be proud to live in. 
Interested in making this home your own? Contact Amhurst Property Management at 403-266-8866 to book your showing
Amhurst Property Management
Good Value, Good Service, Good Management in Calgary for over 35 years
<a rel=""nofollow"" href=""http://www.amhurst.net""  title=""www.amhurst.net"" target=_blank>www.amhurst.net</a>
marketing@amhurst.net
(403) 266-8866
&nbsp;
Amhurst Property Management
Good Value, Good Service, Good Management in Calgary for over 35 years
www.amhurst.net
marketing@amhurst.net
(403) 266-8866",Unfurnished,51.0540368,Long Term,https://www.rentfaster.ca/405358,-114.0817447,Suite 0,$2345.00,,0,,2020-04-03 10:21:45.605375,Townhouse,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,Immediate,1.5 ba,2 bd,,,$500,"This home is available only until May 15.  Just 3 blocks north of trendy Marda Loop and 5 minutes from shopping on 17th Ave. SW or to DT.  This detached bungalow has hardwood floors throughout the main floor.  Touches from the 50's maintain the character of this charming home.   Renovations keep it modern. From the kitchen you'll have views over the Marda Loop strip and the mountains.   Continue out into your own large backyard (dog owners - the yard is not fenced).  In the basement you'll enjoy your large laundry, play and storage areas.  Easy access to public transportation, MRU and numerous schools.  The house is located on a very quite, up and coming street in Knob Hill/South Calgary.",Unfurnished,51.026489,Short Term,https://www.rentfaster.ca/100890,-114.110175,Suite 0,$2000.00,1100 (excluding developed basement),0,,2020-04-03 10:22:46.052553,House,,,
,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,Immediate,2.5 ba,2 bd + den,,,$2200,"Centrally located Sunnyside townhouse with a gorgeous view of downtown right across from the Bow River, foot and cycle paths. Convenient for all local amenities, restaurants, parks, one block away from Peace Bridge. Sunnyside is well-established and very desirable Calgary riverside neighbourhood. This spacious 3 level townhouse has been renovated. Townhouse has 2000+ ft of living space. The property is two bedrooms with a loft. Idea set up for a professional couple or roommates wanting some space of their own.The main floor consists of living & dining areas with galley kitchen, a gas fireplace and front deck with views of downtown. The main floor also includes master suite with large ensuite and walk in closet. Bedroom opens to private back yard.The second level of the property has another bedroom, 3 piece bathroom and loft.Finally there is a partially finished basement with half bath, laundry room and large room perfect for a media room, along with additional storage. The property has air-conditioning and alarm system. There is 2 parking stalls at the rear of the property.",Unfurnished,51.0559148,Long Term,https://www.rentfaster.ca/128578,-114.078117,Suite 0,$2200.00,2000,0,,2020-04-03 10:23:46.532300,Townhouse,,,
,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,"May 01, 2020",2 ba,2 bd,,,$1750,"This great luxury condo is located on 1st Street SE (Alura) just steps away from Stampede ground (the biggest outdoor festival in Canada). The city's finest dinning, entertainment, and shopping is around the corner. This suite has floor to ceiling windows for enjoying the beautiful downtown view including Calgary Tower . Its a 2-bedroom, 2-full bathroom with a good sized balcony, clean and well-kept condo. Utilities included are heat and water. The unit also has air conditioning and 1 HEATED UNDERGROUND PARKING STALL. Visitor parking is also available.

Features:
~873 sq-ft functional unit, SW-facing (LOTS of sun), can see the Calgary Tower from living room window
-Washer and Dryer in the condo
-Master bedroom has a walk-in closet and the second bedrooom closet is spacious too.
-Utilities include heat and water. Electricity is paid by tenant.
-Great amenities located in the building (gym)
-The building has 24 hours security and concierge during core hours
-The rental includes heatedunderground parking, storage locker, and one visitor parking pass.
-5 min walk to the Calgary Stampede, Repsol Center, 17th Ave, Sunterra Market and LRT
-No pets allowed, No smoking allowed this is a 18+ building only

Near by amenities: Talisman Centre; Elbow River pathway/bikeway; CORE shopping centre; Victoria Park CTrain; Shopper's Drug Mart; Chinook Mall; Stampede / Saddledome; Sunterra Market; Stephen Ave; Red Mile on 17th Ave; Major banking; Medical centre.",Unfurnished,51.039752494,Short Term,https://www.rentfaster.ca/399586,-114.06049462799999,Suite 0,$1750.00,873,0,,2020-04-03 10:24:47.041010,Apartment,,,
,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,"Jun 01, 2020",2 ba,2 bd,,,$1695,"Fantastic location in the heart of the city with several amenities inclduing grocery, restaurants, workout, transit, undeground heated parking. A modern style with stailess steel appliances complimented by polished cement floors. Balcony with great view and gas outlet for BBQ. In suite laundy/storage and central air conditioning. Security access with FOB and access to CCTV for guest visits.",Unfurnished,51.040463,Negotiable,https://www.rentfaster.ca/151242,-114.065595,Suite 0,$1695.00,900,0,,2020-04-03 10:25:47.581200,Condo,,,
,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,"Jun 01, 2020",2 ba,2 bd,,,$1700,"Very well kept corner condo with 2 bedroom 2 bathroom on the 9th floor in the newest building of University City. Available for possession June 1st. Term of lease is up for negotiation.

Located within professional district of Calgary in the Brentwood shopping center, steps away from LRT train station, walking distance to University of Calgary and close to the Foothill Hospital and Alberta Children's Hospital.

Condo Features:

772 square foot corner unit
Unfurnised
NW facing view of Mountains and backing onto Blackiston Park
En-suite laundry machines. 
Heated and secure underground parking and storage unit
Heated and secure bike racks
Access to workout area and conference room


Rent includes:

Underground parking stall
Large secured storage unit
Central air conditioning and heating 
Heat and water utilities covered


For further inquiries or to book a viewing please text or call 587-439-7888.",Unfurnished,51.086565,Long Term,https://www.rentfaster.ca/290193,-114.128886,Suite 0,$1700.00,772,0,,2020-04-03 10:26:48.105434,Condo,,,
,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,Immediate,3.5 ba,3 bd,,,$2250,"Address: 1736 – 25 Ave SW, Calgary
Welcome home!!
*** INCENTIVES: APRIL RENT FREE!!! ***
This gorgeous, newly built townhouse boasts 3 Bedrooms and 3.5 Bathrooms! When you enter this townhouse, you walk into the large living space perfect for watching your favourite sports team or cozying up with a good book on the cold winter nights! The first thing that will strike you is how wide the suite is - most townhouses are skinny, skinny. You will be very pleased by the size of all of the rooms.
The kitchen, which is just past the living space, is large and has plenty of counter space with an island in the middle for you to do all your magic in the kitchen and cook up the best meals for family and friends!
Upstairs you will find the three large bedrooms, three full bathrooms and in-suite laundry! The basement is unfinished and contains the interior door to the underground parkade. Overall there is close to 1900 sq ft of living space.
This building was constructed just a year ago in 2018. It has gorgeous hardwood floors, stainless steel appliances, large soaker tub and a very comfortable 3rd floor balcony. Perfect for relaxing.
The location is ideal with grocery stores, restaurants and schools only minutes away!!
- 3 Bedrooms
- 3.5 Bathrooms
- Single underground parking spot!
- Utilities in your own name! Great for budgeting.
- Small Pets welcome with a monthly pet fee!
As you look for a new home potential property managements will be vetting you, but you should be vetting them too. Are they a large, impersonal company where you are just a number and that will take days to respond to any issue you may have or is the building managed by an owner who will respond quickly. I am the owner of this building and have 18 years of property management experience. I am looking for good quality people to live in my buildings and in return I will look after you. 

Contact Sabana Properties today to book your showing, via email at rentals@gran-sabana.ca or call us at 587-333-2210. Please be sure to always include the address of the unit when inquiring. All applicants must be credit & reference approved with full-time employment. Co-signers may be considered if application doesn't quite meet standards. Pets negotiable with a monthly fee.",Unfurnished,51.0316085,Long Term,https://www.rentfaster.ca/388604,-114.1019049,Suite 0,$2250.00,1900,0,,2020-04-03 10:27:48.535990,Townhouse,,,
,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$2350,"Executive Condo BeltlineLocated in the heart of 17 Avenue. This beautiful luxury condo has never been lived, in pristine condition. The kitchen has integrated appliances, gas oven, large island, a great pantry area, and access to the private patio. The open dining room and living room offer great south and west views in lower Mount Royal/Beltline and all windows have builder installed blinds.The master bedroom has a walk in closet, a spacious bathroom with double sinks and direct access to the patio to enjoy your morning coffee or calm evenings. The in suite laundry room has high end washer and dryer.The building features unparalleled amenities such as a full-service concierge, squash court, steam room, sauna, fully-equipped fitness centre, social room and private dining, as well as an expansive outdoor terrace with gas BBQ.Heated underground parking is included.South/West exposure.Easy walking to several restaurants, coffee shops, grocery store, bars, parks and other amenities!",Unfurnished,51.0382958,Long Term,https://www.rentfaster.ca/405583,-114.0837834,Suite 0,$2350.00,,0,,2020-04-05 14:18:57.429949,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1800,"High above the Beltline on the 20th floor, this gorgeous 2 bed/2 bath corner unit features a bright open design, with south exposure and has an unobstructed breathtaking city and mountain view. Sleek German-made Nobilia Kitchen Cabinetry, Stainless Steel appliances, Quartz Counters with Gas Cooktop, Sunny Living Rm, Bedroom with Walk-in Closet. Stunning 34th floor rooftop amenities with unparalleled views from every vantage point, lounge with media centre, billiards table, and wet bar, also an outdoor kitchen with raised fire-pit, and a sun deck with oversized hot tub. Inside, is a fully equipped fitness area with a private yoga studio, sauna and steam room. Landscaped courtyard on 3rd Floor, 3 High Speed Elevators, Guest Suite, Visitor Parking, Concierge & Security. 1 underground parking stall and 1 storage locker included with rent.
Call today to book your private viewing!
<p><em><span style=""color: red;"">Professionally Managed by:</span></em><br /><span style=""font-size: 8pt;""><span style=""color: red;""><span style=""color: #000000;""><b>Platinum Property Management Group</b></span></span></span></p>
<p><span style=""font-size: 8pt;""><span style=""color: red;"">A Division of Royal LePage Benchmark</span></span><br /> <span style=""color: red;"">210, 3307 114 Ave SE&nbsp;Calgary, AB T2Z-3X2</span><br /> <span style=""color: red;"">Phone: 403-775-0059</span></p>
<p><em><b><span style=""color: black;"">Click&nbsp;</span></b></em><em><b><span style=""color: black;""><span style=""text-decoration: underline;""><a rel=""nofollow"" href=""https://platinumpmgroup.managebuilding.com/Resident/apps/rentalapp/"" target=""_blank"" >Here</a></span><span>&nbsp;to view our Rental Application to rent one of our properties</span></span></b></em></p>
Professionally Managed by:Platinum Property Management Group
A Division of Royal LePage Benchmark 210, 3307 114 Ave SE Calgary, AB T2Z-3X2 Phone: 403-775-0059
Click Here to view our Rental Application to rent one of our properties",Unfurnished,51.0436211,Long Term,https://www.rentfaster.ca/405909,-114.08181299999998,Suite 0,$1800.00,782,0,,2020-04-05 14:19:57.935565,Condo,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,"Jul 01, 2020",2 ba,3 bd,,,$1950,"This well cared 3 bedroom, 2 bath house is located in Bankview. Hardwood and linoleum floorings throughout main level. Close to all inner city amenities with quick access to Crowchild, Uptown 17th & Marda Loop. Book your viewing today!",Unfurnished,51.032224,12 months,https://www.rentfaster.ca/363277,-114.10618000000001,Suite 0,$1950.00,1030,0,,2020-04-05 14:20:58.733177,House,,,
,1.0,,,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,"May 07, 2020",2.5 ba,2 bd,,,$2600,"This bright and spacious townhome boasts an open plan with 2 bedrooms, den area, 2.5 bathrooms, laundry, 1 wood burning fireplace, 2 car attached garage complete with 81 sq.ft storage room and a private covered patio with Barbecue. House is bright with large windows with window coverings (Hunter Douglas blinds) and has hardwood throughout. The walls are freshly painted, including new trim and doors.  The fire wall with 1 neighbour is concrete and you never hear them.
Main floor includes a good sized kitchen with large island for gathering around and space for 2 stools. There is also a built in wine bar area with extra storage, including built in wine fridge.  There is a decent sized covered patio just off the kitchen and comes with bbq.  Kitchen is open to the living room with wood burning fire place.  This floor also has a den area and half bath.  

The upper floor has one master bedroom with on suite and walk-through closet.  The second bedroom is spacious with closet.  This floor also has 2nd full bathroom with bathtub and also includes laundry.

The double attached garage can fit 2 cars, the driveway can fit 2 cars (not long pickups) and there is also two assigned visitor parking permits.  This apartment is located on a great street that is 1 block from C-TRAIN, Safeway, KENSINGTON, Vendome cafe, river path, etc.  Very short walk to downtown. 
 
$2,600/month + 1 month damage deposit. 
Snow removal and landscaping included
Utilities not included.

additional comments: 2 window air conditioner units included.",Unfurnished,51.0543919,Long Term,https://www.rentfaster.ca/406613,-114.0825764,Suite 0,$2600.00,1500,0,,2020-04-05 14:21:59.441244,Townhouse,,,
